p_item_number;v_manufacturers_item_number;p_name[de];v_ean;p_brand;p_group_path[de];v_purchase_price;v_price[Eur];v_supplier[Eur];p_attributes[akku_v][de];p_attributes[akku_mah][de];p_attributes[OTTOMARKET_GEFAHRGUT][de];v_attributes[OTTOMARKET_GEFAHRGUT][de];v_length;v_width;v_height;v_weight;p_attributes[energie_wh][de];p_attributes[akku_ch][de];v_classification;p_tax_class;p_country;v_delivery_time[de];v_never_out_of_stock[standard];p_attributes[Wiederaufladbar][de];v_status;p_attributes[akku_schutzsch_li_ion][de];p_attributes[verp_einheit][de];p_description[de];meta_title[de];keywords[de];p_short_description[de];p_image[1];p_image[2];p_image[3];p_image[4];p_image[5];p_image[6];p_media[1][pdf];p_media_name[2];v_customs_tariff_number
ANS15220043;ANS15220043;Alkaline Big Batterien Five Alkaline Batterie Mignon AA / LR6 100er Box Besonderheit: Markenqualität;4013674182657;ANSMANN;Akkus ##||## Akku Konfektion ##||## AkkuPacks;14,95;;;;;Produkt fällt unter die Gefahrgutvorschriften.;Produkt fällt unter die Gefahrgutvorschriften.;;;;;;;X;1;China;3-5 Tage;1;Ja;1;;1 Stück;;;;;;;;;;;;;85076000
